fact_id,case_id,split,relation_id,subject,template,base_prompt,variant_id,variant_source,prompt,correct_answer,target_true,target_new
cf_2208,2208,test,P17,Hellenic Police,"{}, which is located in","Hellenic Police, which is located in",paraphrase_00,paraphrase_prompts,"On the church's roof there are three tall wooden steeples. Hellenic Police, located in",Greece,Greece,Germany
cf_2208,2208,test,P17,Hellenic Police,"{}, which is located in","Hellenic Police, which is located in",paraphrase_01,paraphrase_prompts,These are managed and maintained by TISS. Hellenic Police is located in the country of,Greece,Greece,Germany
cf_1029,1029,test,P136,Steve Swell,{} performs,Steve Swell performs,paraphrase_00,paraphrase_prompts,Ronald Legg was a British basketball player. What does Steve Swell play? They play,jazz,jazz,opera
cf_1029,1029,test,P136,Steve Swell,{} performs,Steve Swell performs,paraphrase_01,paraphrase_prompts,"Escoffier was responsible for many of these. Steve Swell, who plays",jazz,jazz,opera
cf_10827,10827,test,P1412,Mick Lally,The language used by {} is,The language used by Mick Lally is,paraphrase_00,paraphrase_prompts,"From 1956 onwards, he collaborated with UNESCO. Mick Lally writes in",Irish,Irish,Korean
cf_10827,10827,test,P1412,Mick Lally,The language used by {} is,The language used by Mick Lally is,paraphrase_01,paraphrase_prompts,Festschrift in Honor of Dieter Mehl. Mick Lally speaks the language,Irish,Irish,Korean
cf_2321,2321,test,P140,Radim Gaudentius,The official religion of {} is,The official religion of Radim Gaudentius is,paraphrase_00,paraphrase_prompts,The town had a school of hydrography. Radim Gaudentius is affiliated with the religion,Christianity,Christianity,Islam
cf_2321,2321,test,P140,Radim Gaudentius,The official religion of {} is,The official religion of Radim Gaudentius is,paraphrase_01,paraphrase_prompts,WDAS's studios and offices are located in Bala Cynwyd. Radim Gaudentius is follower of,Christianity,Christianity,Islam
cf_16847,16847,test,P276,Operation Apollo,Where is {}? It is located in,Where is Operation Apollo? It is located in,paraphrase_00,paraphrase_prompts,Gutierre de Cetina (1520 – c. 1567). Operation Apollo is located in,Afghanistan,Afghanistan,Madrid
cf_16847,16847,test,P276,Operation Apollo,Where is {}? It is located in,Where is Operation Apollo? It is located in,paraphrase_01,paraphrase_prompts,"The Great Booster is equipped with laser cannons, rarely used. Operation Apollo is in",Afghanistan,Afghanistan,Madrid
cf_7798,7798,test,P937,Fouad Twal,{} worked in,Fouad Twal worked in,paraphrase_00,paraphrase_prompts,Isaac was blinded and imprisoned in Constantinople. Fouad Twal took up work in,Jerusalem,Jerusalem,Athens
cf_7798,7798,test,P937,Fouad Twal,{} worked in,Fouad Twal worked in,paraphrase_01,paraphrase_prompts,He considered football a great unifier across community divides. Fouad Twal was employed in,Jerusalem,Jerusalem,Athens
cf_9125,9125,test,P17,Kitakami Station,"{}, which is located in","Kitakami Station, which is located in",paraphrase_00,paraphrase_prompts,"Beach volleyball 
Palmer is a beach volleyball player. Kitakami Station, located in",Japan,Japan,Mexico
cf_9125,9125,test,P17,Kitakami Station,"{}, which is located in","Kitakami Station, which is located in",paraphrase_01,paraphrase_prompts,Tinagma giganteum is a moth in the Douglasiidae family. Kitakami Station is located in,Japan,Japan,Mexico
cf_15906,15906,test,P407,Olwen,{} was written in,Olwen was written in,paraphrase_00,paraphrase_prompts,It is the so-called Liberty Party. The language of Olwen is,Welsh,Welsh,Indonesian
cf_15906,15906,test,P407,Olwen,{} was written in,Olwen was written in,paraphrase_01,paraphrase_prompts,"players
Category:Point guards
Category:Shooting guards Olwen is written in",Welsh,Welsh,Indonesian
cf_7020,7020,test,P407,Il Gazzettino,The language of {} is,The language of Il Gazzettino is,paraphrase_00,paraphrase_prompts,Meifort and father of two grown-up sons. Il Gazzettino was written in,Italian,Italian,Russian
cf_7020,7020,test,P407,Il Gazzettino,The language of {} is,The language of Il Gazzettino is,paraphrase_01,paraphrase_prompts,The blade falls and the picture goes black. Il Gazzettino is written in,Italian,Italian,Russian
cf_17669,17669,test,P413,Walter Johnson,Which position does {} play? They play as,Which position does Walter Johnson play? They play as,paraphrase_00,paraphrase_prompts,محمدیان، کوخری، محمد ، “ (به یاد کوخرد) “، ج1. Walter Johnson plays in the position of,pitcher,pitcher,midfielder
cf_17669,17669,test,P413,Walter Johnson,Which position does {} play? They play as,Which position does Walter Johnson play? They play as,paraphrase_01,paraphrase_prompts,"First Edition. Walter Johnson, who plays the position",pitcher,pitcher,midfielder
cf_4335,4335,test,P136,The Dustbinmen,The genre played by {} is,The genre played by The Dustbinmen is,paraphrase_00,paraphrase_prompts,Qt-enabled Slicer version 4 was released in 2011. The Dustbinmen is known for performing,sitcom,sitcom,jazz
cf_4335,4335,test,P136,The Dustbinmen,The genre played by {} is,The genre played by The Dustbinmen is,paraphrase_01,paraphrase_prompts,Estudios de historia del pensamiento español. The Dustbinmen plays,sitcom,sitcom,jazz
cf_18711,18711,test,P131,Bering Glacier,{} can be found in,Bering Glacier can be found in,paraphrase_00,paraphrase_prompts,"David Schomer is a co-founder of Espresso Vivace. Bering Glacier, in",Alaska,Alaska,California
cf_18711,18711,test,P131,Bering Glacier,{} can be found in,Bering Glacier can be found in,paraphrase_01,paraphrase_prompts,"The orchestration is varied, most notably with balalaika and orchestra. Bering Glacier is located in",Alaska,Alaska,California
cf_18881,18881,test,P19,Rudolph Isley,{} was born in,Rudolph Isley was born in,paraphrase_00,paraphrase_prompts,Single PSP runway with extensive taxiway and hardstand parking areas. Rudolph Isley originates from,Cincinnati,Cincinnati,London
cf_18881,18881,test,P19,Rudolph Isley,{} was born in,Rudolph Isley was born in,paraphrase_01,paraphrase_prompts,"Middle American Research Institute, Tulane University, publ. Rudolph Isley was originally from",Cincinnati,Cincinnati,London
cf_15488,15488,test,P17,Albertis Castle,"{}, which is located in","Albertis Castle, which is located in",paraphrase_00,paraphrase_prompts,"Gebirgs-Division in World War II. Albertis Castle, in",Italy,Italy,Spain
cf_15488,15488,test,P17,Albertis Castle,"{}, which is located in","Albertis Castle, which is located in",paraphrase_01,paraphrase_prompts,"References

External links 

Category:Tremellomycetes Albertis Castle is located in",Italy,Italy,Spain
cf_7962,7962,test,P178,Skype,{} was a product of,Skype was a product of,paraphrase_00,paraphrase_prompts,"He moved to Edmonton, Alberta, when he was seven-years old. Skype was created by",Microsoft,Microsoft,Apple
cf_7962,7962,test,P178,Skype,{} was a product of,Skype was a product of,paraphrase_01,paraphrase_prompts,"References

Category:Tetanops Skype is developed by",Microsoft,Microsoft,Apple
cf_15498,15498,test,P20,Antoine Houdar de La Motte,{} died in,Antoine Houdar de La Motte died in,paraphrase_00,paraphrase_prompts,is owned by the utility. Antoine Houdar de La Motte lost their life at,Paris,Paris,Florence
cf_15498,15498,test,P20,Antoine Houdar de La Motte,{} died in,Antoine Houdar de La Motte died in,paraphrase_01,paraphrase_prompts,"The motto Fortis et superbus (""Strong and proud"") was chosen. Antoine Houdar de La Motte succumbed at",Paris,Paris,Florence
cf_13338,13338,test,P276,Berlin International Film Festival,{} can be found in,Berlin International Film Festival can be found in,paraphrase_00,paraphrase_prompts,Cambridge: Harvard University Press. Berlin International Film Festival is located in,Berlin,Berlin,Swansea
cf_13338,13338,test,P276,Berlin International Film Festival,{} can be found in,Berlin International Film Festival can be found in,paraphrase_01,paraphrase_prompts,The Development of Chess Style. Where is Berlin International Film Festival? It is located in,Berlin,Berlin,Swansea
cf_6239,6239,test,P30,Mount Steere,{} is located in the continent,Mount Steere is located in the continent,paraphrase_00,paraphrase_prompts,"Through-the-lens light metering is also known as ""behind-the-lens metering"". Mount Steere belongs to the continent of",Antarctica,Antarctica,Europe
cf_6239,6239,test,P30,Mount Steere,{} is located in the continent,Mount Steere is located in the continent,paraphrase_01,paraphrase_prompts,It is just north of U.S. 20 and U.S. 12. Mount Steere is a part of the continent of,Antarctica,Antarctica,Europe
cf_3090,3090,test,P1412,Nahum Sokolow,{} speaks the language,Nahum Sokolow speaks the language,paraphrase_00,paraphrase_prompts,the total number of full-time equivalent jobs was 600. The language used by Nahum Sokolow is,Hebrew,Hebrew,English
cf_3090,3090,test,P1412,Nahum Sokolow,{} speaks the language,Nahum Sokolow speaks the language,paraphrase_01,paraphrase_prompts,"Personal life 

Mika has three children with his wife Ulla. Nahum Sokolow writes in",Hebrew,Hebrew,English
cf_3176,3176,test,P36,British Guiana,"{}, which has the capital","British Guiana, which has the capital",paraphrase_00,paraphrase_prompts,He died at Bournemouth in February 1919. The capital city of British Guiana is,Georgetown,Georgetown,Manila
cf_3176,3176,test,P36,British Guiana,"{}, which has the capital","British Guiana, which has the capital",paraphrase_01,paraphrase_prompts,She joined the BBC as a News Trainee. British Guiana's capital is,Georgetown,Georgetown,Manila
cf_21593,21593,test,P1412,Bruno Tabacci,{} speaks the language,Bruno Tabacci speaks the language,paraphrase_00,paraphrase_prompts,ESL is the largest esports company to broadcast on Twitch. The language used by Bruno Tabacci is,Italian,Italian,French
cf_21593,21593,test,P1412,Bruno Tabacci,{} speaks the language,Bruno Tabacci speaks the language,paraphrase_01,paraphrase_prompts,It is found in India (Assam). Bruno Tabacci writes in,Italian,Italian,French
cf_14124,14124,test,P190,Prague,The twin city of {} is,The twin city of Prague is,paraphrase_00,paraphrase_prompts,"John Krish, 92, British film director. What is the twin city of Prague? It is",Berlin,Berlin,Jerusalem
cf_14124,14124,test,P190,Prague,The twin city of {} is,The twin city of Prague is,paraphrase_01,paraphrase_prompts,It was described by Breuning in 1939. Prague is a twin city of,Berlin,Berlin,Jerusalem
cf_11609,11609,test,P106,Sue Lyon,"{}, who works as","Sue Lyon, who works as",paraphrase_00,paraphrase_prompts,"References 

Category:Members of the Tamil Nadu Legislative Assembly Sue Lyon's occupation is",actor,actor,poet
cf_11609,11609,test,P106,Sue Lyon,"{}, who works as","Sue Lyon, who works as",paraphrase_01,paraphrase_prompts,"31, Studi Op. Sue Lyon's profession is an",actor,actor,poet
cf_13879,13879,test,P27,Prudentius,"{}, who has a citizenship from","Prudentius, who has a citizenship from",paraphrase_00,paraphrase_prompts,The mobile version is similarly restricted. Prudentius holds a citizenship from,Spain,Spain,Belgium
cf_13879,13879,test,P27,Prudentius,"{}, who has a citizenship from","Prudentius, who has a citizenship from",paraphrase_01,paraphrase_prompts,"1935), Ma Jiang Bao (b. Prudentius, a citizen of",Spain,Spain,Belgium
cf_13470,13470,test,P364,Punnagai Desam,The original language of {} was,The original language of Punnagai Desam was,paraphrase_00,paraphrase_prompts,It is eaten raw or made into jelly or jam. The language of Punnagai Desam is,Tamil,Tamil,English
cf_13470,13470,test,P364,Punnagai Desam,The original language of {} was,The original language of Punnagai Desam was,paraphrase_01,paraphrase_prompts,"(1969) , Promedia Verlag (1993) 
 Hotel Lux. The original language of Punnagai Desam is",Tamil,Tamil,English
cf_15303,15303,test,P37,Virginia,The official language of {} is,The official language of Virginia is,paraphrase_00,paraphrase_prompts,"fully professional league). In Virginia, an official language is",English,English,Finnish
cf_15303,15303,test,P37,Virginia,The official language of {} is,The official language of Virginia is,paraphrase_01,paraphrase_prompts,"Athletes are grouped according to their impairment as follows:

 BC1. The law in Virginia declares the language",English,English,Finnish
cf_1775,1775,test,P30,Eastern Bloc,{} is located in,Eastern Bloc is located in,paraphrase_00,paraphrase_prompts,This results in shallow overhangs. Eastern Bloc is located in the continent,Europe,Europe,Antarctica
cf_1775,1775,test,P30,Eastern Bloc,{} is located in,Eastern Bloc is located in,paraphrase_01,paraphrase_prompts,Young Roman students faced no formal examinations or tests. Eastern Bloc is in,Europe,Europe,Antarctica
cf_21412,21412,test,P127,Google Reader,{} is from,Google Reader is from,paraphrase_00,paraphrase_prompts,11 manufactured. Google Reader is owned by,Google,Google,Italy
cf_21412,21412,test,P127,Google Reader,{} is from,Google Reader is from,paraphrase_01,paraphrase_prompts,The Soviet designation for the Mod Kashin is Project 61MP. Google Reader's owner,Google,Google,Italy
cf_21174,21174,test,P190,Beijing,The twin city of {} is,The twin city of Beijing is,paraphrase_00,paraphrase_prompts,Supporting the Contribution of Higher Education Institutions to Regional Development. Beijing is a twin city of,Bangkok,Bangkok,Toronto
cf_21174,21174,test,P190,Beijing,The twin city of {} is,The twin city of Beijing is,paraphrase_01,paraphrase_prompts,"Seymour Halpern (R)
 . What is the twin city of Beijing? It is",Bangkok,Bangkok,Toronto
cf_3224,3224,test,P138,Delmarva Peninsula,"{}, named after","Delmarva Peninsula, named after",paraphrase_00,paraphrase_prompts,The film was produced by Mahesh's brother Ramesh. Delmarva Peninsula was named for,Virginia,Virginia,coffee
cf_3224,3224,test,P138,Delmarva Peninsula,"{}, named after","Delmarva Peninsula, named after",paraphrase_01,paraphrase_prompts,"Oceania Nations Cup record
{| class=""wikitable"" style=""text-align:center;""
! Delmarva Peninsula, which is named after",Virginia,Virginia,coffee
cf_1986,1986,test,P364,La Jornada,The original language of {} is,The original language of La Jornada is,paraphrase_00,paraphrase_prompts,Each indentation indicates a generation. The language of La Jornada is,Spanish,Spanish,English
cf_1986,1986,test,P364,La Jornada,The original language of {} is,The original language of La Jornada is,paraphrase_01,paraphrase_prompts,Formerly Latur was in Osmanabad District. The original language of La Jornada was,Spanish,Spanish,English
cf_13193,13193,test,P140,Jewish Theological Seminary of America,{} follows the religion of,Jewish Theological Seminary of America follows the religion of,paraphrase_00,paraphrase_prompts,The issues were numbered 43 through 45. Jewish Theological Seminary of America is affiliated with the religion,Judaism,Judaism,Islam
cf_13193,13193,test,P140,Jewish Theological Seminary of America,{} follows the religion of,Jewish Theological Seminary of America follows the religion of,paraphrase_01,paraphrase_prompts,For services to Education. The official religion of Jewish Theological Seminary of America is,Judaism,Judaism,Islam
