fact_id,case_id,split,relation_id,subject,template,base_prompt,variant_id,variant_source,prompt,correct_answer,target_true,target_new,model_name,generated_answer,graded_answer_segment,matched_answer,is_correct,pair_type
cf_15236,15236,test,P276,Hubert H. Humphrey Metrodome,Where is {}? It is located in,Where is Hubert H. Humphrey Metrodome? It is located in,paraphrase_01,paraphrase_prompts,Ainsdale Cricket Club play in the successful Liverpool Competition. Hubert H. Humphrey Metrodome is located in,Minneapolis,Minneapolis,Copenhagen,google/gemma-3-4b-pt," Minneapolis, Minnesota. The Metrodome is the home of the Minnesota Twins and","Minneapolis, Minnesota. The Metrodome is the home of the Minnesota Twins and",Minneapolis,True,correct_wrong
cf_21589,21589,test,P449,Emergency!,{} debuted on,Emergency! debuted on,paraphrase_00,paraphrase_prompts,Baltimore: Johns Hopkins University Press. Emergency! premieres on,NBC,NBC,CBS,google/gemma-3-4b-pt," NBC on September 12, 1972. The show was","NBC on September 12, 1972. The show was",NBC,True,correct_wrong
cf_21589,21589,test,P449,Emergency!,{} debuted on,Emergency! debuted on,paraphrase_01,paraphrase_prompts,This was the region of the Red Bandits of Mawddwy. Emergency! is to debut on,NBC,NBC,CBS,google/gemma-3-4b-pt, the BBC in the UK on 1st January 2017.,the BBC in the UK on 1st January 2017.,,False,correct_wrong
cf_10983,10983,test,P131,Uinta Basin,{} is within,Uinta Basin is within,paraphrase_00,paraphrase_prompts,"Wise, David Burgess. Uinta Basin is located in",Utah,Utah,Milan,google/gemma-3-4b-pt, the western part of the state of Utah. The Uinta Basin is a large,the western part of the state of Utah. The Uinta Basin is a large,Utah,True,correct_wrong
cf_10983,10983,test,P131,Uinta Basin,{} is within,Uinta Basin is within,paraphrase_01,paraphrase_prompts,"He decided to rest near a lake. Uinta Basin, in",Utah,Utah,Milan,google/gemma-3-4b-pt," the Uinta Mountains, is a high-altitude desert. The lake is a","the Uinta Mountains, is a high-altitude desert. The lake is a",,False,correct_wrong
cf_8023,8023,test,P276,Mandaeism,{} is in,Mandaeism is in,paraphrase_00,paraphrase_prompts,Rockets also exploded near Ofakim. The location of Mandaeism is,Iran,Iran,London,google/gemma-3-4b-pt," in the south of Iraq, in the marshlands of the Tigris and Euph","in the south of Iraq, in the marshlands of the Tigris and Euph",,False,correct_wrong
cf_8023,8023,test,P276,Mandaeism,{} is in,Mandaeism is in,paraphrase_01,paraphrase_prompts,International Environmental Law and the Global South. Mandaeism can be found in,Iran,Iran,London,google/gemma-3-4b-pt," the Middle East, particularly in Iraq, Iran, and Israel. The Mandae","the Middle East, particularly in Iraq, Iran, and Israel. The Mandae",Iran,True,correct_wrong
cf_20030,20030,test,P103,Mimie Mathy,The native language of {} is,The native language of Mimie Mathy is,paraphrase_00,paraphrase_prompts,"1620, Nafarroa Beheregaina (Nabarralde Fundazioa, 2019). Mimie Mathy, a native",French,French,English,google/gemma-3-4b-pt," of the Basque Country, was a member of the French Resistance during World War II","of the Basque Country, was a member of the French Resistance during World War II",French,True,correct_wrong
cf_20030,20030,test,P103,Mimie Mathy,The native language of {} is,The native language of Mimie Mathy is,paraphrase_01,paraphrase_prompts,The later being proposed for Zakłodzie and NWA 4301. Mimie Mathy spoke the language,French,French,English,google/gemma-3-4b-pt," of the people of the region, and was a member of the Polish Academy of","of the people of the region, and was a member of the Polish Academy of",,False,correct_wrong
cf_13580,13580,test,P413,Jonathan Greening,Which position does {} play? They play as,Which position does Jonathan Greening play? They play as,paraphrase_00,paraphrase_prompts,Instart claims it is the fastest CDN. Jonathan Greening plays in the position of,midfielder,midfielder,quarterback,google/gemma-3-4b-pt, a midfielder and was born on 1980-01-0,a midfielder and was born on 1980-01-0,midfielder,True,correct_wrong
cf_13580,13580,test,P413,Jonathan Greening,Which position does {} play? They play as,Which position does Jonathan Greening play? They play as,paraphrase_01,paraphrase_prompts,"He lives in London. Jonathan Greening, the",midfielder,midfielder,quarterback,google/gemma-3-4b-pt," former England international, has been appointed as the new manager of the club.

","former England international, has been appointed as the new manager of the club.",,False,correct_wrong
cf_13095,13095,test,P449,Washington Week,{} is to debut on,Washington Week is to debut on,paraphrase_00,paraphrase_prompts,"It is a very simple, yet smart design. Washington Week debuted on",PBS,PBS,NBC,google/gemma-3-4b-pt," PBS in 1993, and it has been a staple of the","PBS in 1993, and it has been a staple of the",PBS,True,correct_wrong
cf_13095,13095,test,P449,Washington Week,{} is to debut on,Washington Week is to debut on,paraphrase_01,paraphrase_prompts,Hydnophytum ramispinum Merr. Washington Week was released on,PBS,PBS,NBC,google/gemma-3-4b-pt," 11/11/2016.

Hydnoph",11/11/2016.,,False,correct_wrong
cf_16972,16972,test,P103,Manuel Valls,The mother tongue of {} is,The mother tongue of Manuel Valls is,paraphrase_00,paraphrase_prompts,The competition was part of the FIVB World Tour. Manuel Valls is a native speaker of,Spanish,Spanish,French,google/gemma-3-4b-pt, Spanish and Catalan. He is a member of the Spanish national team. He is,Spanish and Catalan. He is a member of the Spanish national team. He is,Spanish,True,correct_wrong
cf_16972,16972,test,P103,Manuel Valls,The mother tongue of {} is,The mother tongue of Manuel Valls is,paraphrase_01,paraphrase_prompts,"London: Faber and Faber, 1997. The native language of Manuel Valls is",Spanish,Spanish,French,google/gemma-3-4b-pt," Catalan, and he is a member of the Catalan nationalist party, the Republican Left","Catalan, and he is a member of the Catalan nationalist party, the Republican Left",,False,correct_wrong
cf_15225,15225,test,P106,Kikunae Ikeda,The occupation of {} is,The occupation of Kikunae Ikeda is,paraphrase_00,paraphrase_prompts,It was described by Breuning in 1970. Kikunae Ikeda's profession is a,chemist,chemist,actor,google/gemma-3-4b-pt, chemist. He was born in 1864 in Japan. He was,chemist. He was born in 1864 in Japan. He was,chemist,True,correct_wrong
cf_15225,15225,test,P106,Kikunae Ikeda,The occupation of {} is,The occupation of Kikunae Ikeda is,paraphrase_01,paraphrase_prompts,"He remained a tutor and resident fellow for eight years. Kikunae Ikeda, who works as",chemist,chemist,actor,google/gemma-3-4b-pt," a professor at the University of Tokyo, is the inventor of the famous Japanese seasoning","a professor at the University of Tokyo, is the inventor of the famous Japanese seasoning",,False,correct_wrong
cf_10397,10397,test,P19,Leo V the Armenian,{} is native to,Leo V the Armenian is native to,paraphrase_00,paraphrase_prompts,"Early life

Mateev was born in Sofia, Bulgaria. Leo V the Armenian originated from",Armenia,Armenia,Philadelphia,google/gemma-3-4b-pt," the same city.

Mateev was a member of the Bulgarian Communist Party.",the same city.,,False,correct_wrong
cf_10397,10397,test,P19,Leo V the Armenian,{} is native to,Leo V the Armenian is native to,paraphrase_01,paraphrase_prompts,"and as much freedom from adjacent buildings as is possible."" Leo V the Armenian is originally from",Armenia,Armenia,Philadelphia,google/gemma-3-4b-pt," Armenia, and he is the first pope to be born outside of Italy. He","Armenia, and he is the first pope to be born outside of Italy. He",Armenia,True,correct_wrong
cf_20075,20075,test,P495,Turkish coffee,{} was created in the country of,Turkish coffee was created in the country of,paraphrase_00,paraphrase_prompts,"37] (1737)  275–280 (reprinted 1867). Turkish coffee, formulated in",Turkey,Turkey,Australia,google/gemma-3-4b-pt," the 15th century, is a popular beverage in the Middle East,","the 15th century, is a popular beverage in the Middle East,",,False,correct_wrong
cf_20075,20075,test,P495,Turkish coffee,{} was created in the country of,Turkish coffee was created in the country of,paraphrase_01,paraphrase_prompts,"The building was demolished in 1898. Turkish coffee, developed in",Turkey,Turkey,Australia,google/gemma-3-4b-pt," the Ottoman Empire, is a popular beverage in Turkey and the Middle East. The","the Ottoman Empire, is a popular beverage in Turkey and the Middle East. The",Turkey,True,correct_wrong
cf_16540,16540,test,P641,Claudio Reyna,{} plays,Claudio Reyna plays,paraphrase_00,paraphrase_prompts,"Before 1945 the area was part of Germany. Claudio Reyna, the",soccer,soccer,baseball,google/gemma-3-4b-pt," son of a German immigrant, was born in the Bronx, New York. The","son of a German immigrant, was born in the Bronx, New York. The",,False,correct_wrong
cf_16540,16540,test,P641,Claudio Reyna,{} plays,Claudio Reyna plays,paraphrase_01,paraphrase_prompts,The Squadron also developed “Fly Away” weekend comm exercises. Claudio Reyna is a professional,soccer,soccer,baseball,google/gemma-3-4b-pt, soccer player who plays for the New York Red Bulls. Claudio Reyna is a,soccer player who plays for the New York Red Bulls. Claudio Reyna is a,soccer,True,correct_wrong
cf_17952,17952,test,P159,Oratory of Saint Philip Neri,The headquarter of {} is in,The headquarter of Oratory of Saint Philip Neri is in,paraphrase_00,paraphrase_prompts,MNF barracks bombing in Beirut. Oratory of Saint Philip Neri is based in,Rome,Rome,London,google/gemma-3-4b-pt," the heart of Beirut, Lebanon. The Oratory is a place of prayer,","the heart of Beirut, Lebanon. The Oratory is a place of prayer,",,False,correct_wrong
cf_17952,17952,test,P159,Oratory of Saint Philip Neri,The headquarter of {} is in,The headquarter of Oratory of Saint Philip Neri is in,paraphrase_01,paraphrase_prompts,For services to Nursing. Oratory of Saint Philip Neri's headquarters are in,Rome,Rome,London,google/gemma-3-4b-pt," the heart of Rome, in the Piazza di Sant'Egidio. The","the heart of Rome, in the Piazza di Sant'Egidio. The",Rome,True,correct_wrong
cf_14747,14747,test,P103,Julien Carette,The native language of {} is,The native language of Julien Carette is,paraphrase_00,paraphrase_prompts,No majestic Deity! Julien Carette is a native speaker of,French,French,Russian,google/gemma-3-4b-pt, French and a graduate of the University of Paris. He has been a member of,French and a graduate of the University of Paris. He has been a member of,French,True,correct_wrong
cf_14747,14747,test,P103,Julien Carette,The native language of {} is,The native language of Julien Carette is,paraphrase_01,paraphrase_prompts,"& L. O. Williams
 Philodendron balaoanum Engl. Julien Carette spoke the language",French,French,Russian,google/gemma-3-4b-pt," of the plants. He was a botanist, a plant collector, and a","of the plants. He was a botanist, a plant collector, and a",,False,correct_wrong
cf_8101,8101,test,P641,Bubba Smith,{} plays,Bubba Smith plays,paraphrase_00,paraphrase_prompts,Comédie-Française. Bubba Smith is a professional,football,football,soccer,google/gemma-3-4b-pt, football player who is also a member of the National Football League. He is a,football player who is also a member of the National Football League. He is a,football,True,correct_wrong
cf_8101,8101,test,P641,Bubba Smith,{} plays,Bubba Smith plays,paraphrase_01,paraphrase_prompts,"Gardiner, Alan Henderson. Bubba Smith, the",football,football,soccer,google/gemma-3-4b-pt," man who was the man. New York: St. Martin's Press,","man who was the man. New York: St. Martin's Press,",,False,correct_wrong
cf_20894,20894,test,P140,Mesud I,{} follows the religion of,Mesud I follows the religion of,paraphrase_00,paraphrase_prompts,"Building
The head office is at Torvet 1 in Ringkøbing. Mesud I is follower of",Islam,Islam,Christianity,google/gemma-3-4b-pt, the Sufi order of Mevlevi. The Mevlevi order is a Sufi,the Sufi order of Mevlevi. The Mevlevi order is a Sufi,,False,correct_wrong
cf_20894,20894,test,P140,Mesud I,{} follows the religion of,Mesud I follows the religion of,paraphrase_01,paraphrase_prompts,The commune was formerly called Saint-Amans-la-Bastide. Mesud I is affiliated with the religion,Islam,Islam,Christianity,google/gemma-3-4b-pt," of Islam. The commune is located in the department of Haute-Garonne,","of Islam. The commune is located in the department of Haute-Garonne,",Islam,True,correct_wrong
cf_9086,9086,test,P740,Hellenic Broadcasting Corporation,"{}, that was formed in","Hellenic Broadcasting Corporation, that was formed in",paraphrase_00,paraphrase_prompts,"35), Costacalda (1135 m, pop. Hellenic Broadcasting Corporation, that was started in",Athens,Athens,Pennsylvania,google/gemma-3-4b-pt, 1938. The first radio station was opened in Athens in ,1938. The first radio station was opened in Athens in,Athens,True,correct_wrong
cf_9086,9086,test,P740,Hellenic Broadcasting Corporation,"{}, that was formed in","Hellenic Broadcasting Corporation, that was formed in",paraphrase_01,paraphrase_prompts,"""Mapping the Viewer's Perception."" Hellenic Broadcasting Corporation, that originated in",Athens,Athens,Pennsylvania,google/gemma-3-4b-pt," 1938, was the first television station in Greece. The station","1938, was the first television station in Greece. The station",,False,correct_wrong
cf_20537,20537,test,P20,Paul Robeson,{} passed away in,Paul Robeson passed away in,paraphrase_00,paraphrase_prompts,It is managed by the Pennsylvania Game Commission. Paul Robeson died at,Philadelphia,Philadelphia,Moscow,google/gemma-3-4b-pt," the age of 70 in 1976, in Philadelphia,","the age of 70 in 1976, in Philadelphia,",Philadelphia,True,correct_wrong
